x:image,y:label,y'__0,y'__1,y'__2,y'__3,y'__4,y'__5,y'__6,y'__7
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\03\233.csv,3,1.8048897e-14,3.0901893e-07,1.1558804e-11,0.99707365,0.0028293584,9.660071e-05,8.8069684e-16,2.9945768e-11
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\03\234.csv,3,9.3275734e-11,2.6661417e-06,7.3340045e-10,0.9983113,0.0012271857,0.00045883024,5.7355214e-12,1.0601806e-07
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\03\235.csv,3,2.6425223e-11,1.641311e-06,8.254978e-10,0.9978363,0.0018670546,0.00029492675,9.0110856e-13,7.665489e-08
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\03\236.csv,3,3.232014e-11,2.0546825e-06,1.7596623e-09,0.9978357,0.0016282742,0.0005338684,2.356837e-12,7.895715e-08
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\03\237.csv,3,1.0564619e-10,8.831202e-06,4.5499307e-09,0.99411124,0.0038624716,0.0020171225,8.322747e-12,2.4901317e-07
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\03\238.csv,3,4.273537e-11,3.3510146e-06,2.1529414e-09,0.9965209,0.002704257,0.00077162066,1.661071e-12,2.2023464e-08
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\03\239.csv,3,2.9968066e-12,3.3730369e-06,1.8035953e-09,0.99470407,0.0047801854,0.0005123812,1.04258114e-13,4.3761791e-10
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\04\220.csv,4,3.5440296e-34,5.1470612e-11,8.60819e-22,2.7866749e-11,1.0,3.341043e-16,8.7985885e-37,1e-45
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\04\221.csv,4,5.6708834e-28,3.4540615e-09,1.7198399e-25,6.5510065e-13,1.0,1.07572075e-14,9.485646e-28,3.63463e-40
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\04\222.csv,4,2.1867346e-27,4.316176e-08,1.1503255e-12,5.5332866e-06,0.9999944,6.4040007e-10,6.554713e-26,1.4612404e-38
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\04\223.csv,4,8.0491375e-24,9.636212e-07,9.406405e-14,7.316749e-07,0.9999982,8.2063934e-08,5.593137e-23,2.979155e-28
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\04\224.csv,4,2.978694e-18,5.272517e-05,9.356699e-14,2.1607548e-06,0.99994516,2.3277059e-08,6.746447e-19,1.5842003e-26
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\04\225.csv,4,2.1964244e-25,2.152496e-06,1.7890977e-16,6.275099e-07,0.99999726,1.9647355e-10,3.371194e-25,1.5120493e-35
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\04\226.csv,4,7.0734365e-24,3.8901366e-05,1.378585e-14,4.5300615e-07,0.99996066,1.3942776e-09,1.1479555e-18,2.6698952e-30
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\04\227.csv,4,8.737196e-29,2.2504216e-06,1.2016892e-16,1.0773726e-08,0.99999774,2.089832e-10,7.526944e-27,8.967139e-38
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\04\228.csv,4,1.4786368e-17,0.00010956452,1.2316019e-11,4.219969e-07,0.99988997,4.5682103e-08,5.977059e-18,3.8255156e-25
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\04\229.csv,4,1.07847246e-16,0.00023492188,7.506863e-11,1.6531081e-05,0.9997482,3.4851612e-07,1.27627e-16,1.629937e-21
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\04\230.csv,4,3.4226064e-14,0.0017244314,1.179319e-09,3.7478967e-05,0.9982352,2.8187073e-06,2.2780752e-13,7.9011904e-21
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\04\231.csv,4,7.8728345e-16,0.001574268,1.3200245e-11,8.162802e-06,0.9984175,1.4023101e-07,5.424951e-15,4.9456596e-22
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\04\232.csv,4,1.9853936e-23,1.1641923e-06,1.7741426e-17,2.9014063e-06,0.99999595,1.0990552e-09,7.180861e-24,1.7469652e-30
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\04\233.csv,4,6.2685056e-27,3.9519218e-08,2.4220882e-18,4.5324154e-07,0.9999995,1.4023484e-10,7.497744e-30,2.414466e-35
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\04\234.csv,4,1.3405989e-18,1.815526e-05,1.0078465e-13,4.0671264e-07,0.9999814,1.9303986e-08,8.777319e-19,2.7023651e-27
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\04\235.csv,4,2.0752292e-35,3.5242709e-09,5.214132e-16,1.6380999e-06,0.99999833,1.04378115e-13,3.1588333e-36,0.0
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\04\236.csv,4,3.1566282e-23,4.543978e-05,1.3091872e-11,5.212457e-06,0.99994564,3.6419851e-06,8.0775325e-17,5.1103302e-20
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\04\237.csv,4,5.6217603e-16,0.00030958952,1.2780214e-10,1.916646e-05,0.99967086,3.3042124e-07,1.0993659e-14,5.1662256e-22
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\04\238.csv,4,1.1361421e-15,0.00010686226,3.393661e-11,2.729957e-05,0.9998652,6.038765e-07,3.7793725e-15,1.0118065e-21
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\04\239.csv,4,1.104501e-18,2.2245158e-05,4.0178733e-14,1.6543043e-05,0.99996126,1.4411253e-08,2.4084966e-19,8.525199e-25
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\05\220.csv,5,1.2574404e-15,5.7804195e-06,1.9295399e-08,1.45347085e-08,1.4119467e-10,0.99999416,1.8390481e-13,2.3562107e-13
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\05\221.csv,5,7.063799e-22,1.082304e-11,2.1215577e-13,1.5071671e-09,6.358297e-14,1.0,7.166448e-22,1.0029642e-12
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\05\222.csv,5,2.6749222e-24,5.7254586e-15,5.5919723e-16,5.152026e-13,1.6547226e-19,1.0,1.5558499e-27,3.1983574e-12
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\05\223.csv,5,1.3129484e-20,2.5622938e-11,8.554743e-12,5.082441e-11,1.678547e-16,1.0,1.038643e-21,2.643071e-14
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\05\224.csv,5,1.129608e-25,2.2507354e-10,6.1333325e-18,4.2189682e-11,5.4456084e-14,1.0,2.2630154e-26,4.6227375e-22
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\05\225.csv,5,3.8694186e-18,6.7589476e-09,3.4718643e-12,1.6177606e-06,4.0766682e-10,0.99999833,3.2210916e-18,2.9937392e-12
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\05\226.csv,5,6.213191e-14,8.311808e-06,5.7664717e-08,1.5361692e-07,2.3873477e-07,0.9999912,2.008873e-14,1.0082746e-11
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\05\227.csv,5,2.0767639e-15,1.2632893e-05,2.4176863e-08,1.732142e-08,1.3843748e-09,0.99998736,8.047498e-13,9.632209e-15
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\05\228.csv,5,1.4792492e-19,4.6970056e-10,2.9407818e-09,2.0944425e-13,3.2028088e-15,1.0,2.2399044e-14,7.5354856e-14
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\05\229.csv,5,2.0268841e-10,6.836264e-05,6.0694078e-05,0.0009794366,5.198425e-07,0.99889046,1.1582191e-10,5.92413e-07
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\05\230.csv,5,6.8746067e-13,4.837013e-08,1.1523588e-08,2.156312e-09,1.0329223e-12,0.9999999,3.4388182e-12,3.2193256e-08
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\05\231.csv,5,4.6603895e-14,5.920743e-06,7.3819386e-08,1.5593555e-08,1.4991869e-10,0.99999404,5.5910094e-13,4.786083e-10
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\05\232.csv,5,8.852835e-20,9.158521e-09,5.743805e-10,7.908721e-12,7.8111295e-15,1.0,4.299587e-15,1.0155323e-12
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\05\233.csv,5,1.7629606e-13,5.8865517e-08,8.408162e-09,2.9800939e-08,1.7452914e-10,0.9999999,3.7901496e-14,2.4840783e-09
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\05\234.csv,5,1.4242744e-21,6.46718e-06,8.263086e-08,3.709502e-10,5.7101073e-12,0.99999344,8.41795e-19,6.964593e-22
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\05\235.csv,5,2.8427312e-13,4.0437444e-05,6.3679305e-05,3.4971112e-10,2.0471845e-08,0.9998958,3.2548002e-11,1.7204062e-13
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\05\236.csv,5,1.3123585e-14,3.63162e-06,5.7294227e-07,6.874608e-08,3.79457e-09,0.9999957,2.1319157e-14,1.0273385e-11
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\05\237.csv,5,4.8692545e-19,1.12137e-08,7.7662064e-11,1.489797e-07,1.3817094e-09,0.9999999,2.469725e-21,3.223125e-14
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\05\238.csv,5,2.585398e-21,8.255665e-10,3.060196e-11,8.790501e-15,1.570095e-14,1.0,3.6288333e-20,1.2139975e-18
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\05\239.csv,5,1.5112056e-16,1.7744926e-08,2.0824655e-06,2.5034008e-11,1.4923318e-13,0.99999785,2.297978e-14,7.4181483e-10
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\06\220.csv,6,0.0,6.875987e-31,1.3539404e-10,0.0,0.0,6.52095e-28,1.0,0.0
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\06\221.csv,6,0.0,5.027817e-31,7.875229e-12,0.0,0.0,1.6851257e-28,1.0,0.0
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\06\222.csv,6,0.0,1.1216864e-31,1.9464926e-11,0.0,0.0,8.539313e-29,1.0,0.0
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\06\223.csv,6,0.0,1.3009011e-31,1.8135972e-11,0.0,0.0,5.442555e-29,1.0,0.0
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\06\224.csv,6,0.0,1.9176265e-31,7.802599e-11,0.0,0.0,4.3185604e-28,1.0,0.0
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\06\225.csv,6,0.0,4.2834267e-31,3.2398768e-11,0.0,0.0,1.764017e-28,1.0,0.0
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\06\226.csv,6,0.0,7.187195e-31,1.7742034e-10,0.0,0.0,6.3388893e-28,1.0,0.0
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\06\227.csv,6,0.0,1.5767175e-30,1.421442e-10,0.0,0.0,1.6964654e-27,1.0,0.0
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\06\228.csv,6,0.0,1.0764556e-29,1.4843943e-10,0.0,0.0,4.2397056e-27,1.0,0.0
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\06\229.csv,6,0.0,7.3181975e-30,1.6639909e-10,0.0,0.0,1.1220439e-27,1.0,0.0
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\06\230.csv,6,0.0,2.2043568e-30,2.9296113e-10,0.0,0.0,1.9525825e-27,1.0,0.0
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\06\231.csv,6,0.0,1.4670585e-29,1.7512337e-10,0.0,0.0,4.6848415e-27,1.0,0.0
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\06\232.csv,6,0.0,1.0284314e-29,4.701084e-10,0.0,0.0,2.1487832e-27,1.0,0.0
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\06\233.csv,6,0.0,5.30588e-30,2.3365632e-10,0.0,0.0,2.218228e-27,1.0,0.0
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\06\234.csv,6,0.0,1.809675e-30,4.4612466e-11,0.0,0.0,1.2449304e-27,1.0,0.0
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\06\235.csv,6,0.0,5.4530476e-30,1.4862414e-10,0.0,0.0,2.6942527e-27,1.0,0.0
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\06\236.csv,6,0.0,7.021324e-30,2.9805175e-10,0.0,0.0,1.7516462e-27,1.0,0.0
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\06\237.csv,6,0.0,4.0068608e-30,1.7157378e-10,0.0,0.0,1.8224316e-27,1.0,0.0
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\06\238.csv,6,0.0,1.337061e-30,3.6499803e-11,0.0,0.0,1.1130361e-27,1.0,0.0
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\06\239.csv,6,0.0,3.0049408e-30,2.2959022e-10,0.0,0.0,4.326362e-27,1.0,0.0
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\07\220.csv,7,1.3820352e-07,4.040353e-07,7.772903e-08,0.0014743432,4.0542716e-07,7.0278234e-05,6.454542e-08,0.99845433
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\07\221.csv,7,1.3820352e-07,4.040353e-07,7.772903e-08,0.0014743432,4.0542716e-07,7.0278234e-05,6.454542e-08,0.99845433
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\07\222.csv,7,1.3820352e-07,4.040353e-07,7.772903e-08,0.0014743432,4.0542716e-07,7.0278234e-05,6.454542e-08,0.99845433
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\07\223.csv,7,1.3820352e-07,4.040353e-07,7.772903e-08,0.0014743432,4.0542716e-07,7.0278234e-05,6.454542e-08,0.99845433
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\07\224.csv,7,1.6627808e-07,4.99581e-07,9.585873e-08,0.0018633857,5.181106e-07,8.7757755e-05,7.4313895e-08,0.9980475
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\07\225.csv,7,1.4832654e-07,4.5712412e-07,8.896142e-08,0.0016586584,4.683824e-07,7.939124e-05,7.087511e-08,0.9982607
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\07\226.csv,7,1.3820352e-07,4.040353e-07,7.772903e-08,0.0014743432,4.0542716e-07,7.0278234e-05,6.454542e-08,0.99845433
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\07\227.csv,7,1.3820352e-07,4.040353e-07,7.772903e-08,0.0014743432,4.0542716e-07,7.0278234e-05,6.454542e-08,0.99845433
C:\msys64\home\shino\spresense-nnc-step1\app\__dnn_dataset\audio_recognition\07\228.csv,7,1.3820352e-07,4.040353e-07,7.772903e-08,0.0014743432,4.0542716e-07,7.0278234e-05,6.454542e-08,0.99845433
